Date,Open,High,Low,Close,Volume,Ex-Dividend,Split Ratio,Adj. Open,Adj. High,Adj. Low,Adj. Close,Adj. Volume
2014-11-11,136.5,136.65,131.0,134.78,10583960.0,0.0,1.0,135.8190435014,135.96829519755,130.34648130903,134.10762405215,10583960.0
2014-11-10,143.64,144.0,133.26,136.5,11426250.0,0.0,1.0,142.92342423839,143.28162830917,132.59520686444,135.8190435014,11426250.0
2014-11-07,145.95,146.21,142.08,143.6,7468780.0,0.0,1.0,145.22190035919,145.48060329919,141.37120659838,142.88362378608,7468780.0
2014-11-06,146.35,147.13,144.76,146.38,1832149.0,0.0,1.0,145.61990488227,146.39601370227,144.03783690302,145.6497552215,1832149.0
2014-11-04,148.38,148.48,144.85,144.87,2153423.0,0.0,1.0,147.6397778369,147.73927896767,144.12738792071,144.14728814687,2153423.0
2014-11-03,147.9,149.73,146.965,149.02,2258998.0,0.0,1.0,147.16217240921,148.9830431023,146.2318368365,148.27658507383,2258998.0
2014-10-31,145.02,147.21,144.68,147.21,3014640.0,0.0,1.0,144.29653984302,146.47561460689,143.9582359984,146.47561460689,3014640.0
2014-10-30,143.03,143.86,142.01,142.88,1678999.0,0.0,1.0,142.31646734069,143.14232672609,141.30155580684,142.16721564454,1678999.0
2014-10-29,142.92,144.64,142.39,143.75,1414410.0,0.0,1.0,142.20701609685,143.9184355461,141.67966010376,143.03287548224,1414410.0
2014-10-28,141.43,143.02,141.05,142.59,2857459.0,0.0,1.0,140.72444924837,142.30651722762,140.34634495144,141.87866236531,2857459.0
2014-10-27,143.36,143.89,140.43,140.6,3358789.0,0.0,1.0,142.64482107224,143.17217706532,139.72943794067,139.89858986298,3358789.0
2014-10-24,141.0,144.6,140.84,142.98,2954983.0,0.0,1.0,140.29659438606,143.87863509379,140.13739257683,142.26671677531,2954983.0
2014-10-23,138.01,141.26,137.3,140.93,2983537.0,0.0,1.0,137.32151057603,140.55529732606,136.61505254756,140.22694359452,2983537.0
2014-10-22,139.18,140.05,135.89,136.05,3633875.0,0.0,1.0,138.48567380604,139.35133364374,135.2120866037,135.37128841293,3633875.0
2014-10-21,138.06,140.65,137.44,139.43,2087825.0,0.0,1.0,137.37126114141,139.94834042836,136.75435413064,138.73442663297,2087825.0
2014-10-20,134.84,137.049,133.66,136.8,1728421.0,0.0,1.0,134.16732473061,136.36530470933,132.99321138752,136.11754689371,1728421.0
2014-10-17,133.25,137.25,132.67,135.35,4059902.0,0.0,1.0,132.58525675136,136.56530198217,132.0081501929,134.67478049754,4059902.0
2014-10-16,133.49,133.99,131.24,131.88,5407168.0,0.0,1.0,132.82405946521,133.32156511906,130.58528402288,131.22209125981,5407168.0
2014-10-15,134.62,137.09,128.78,136.14,8426316.0,0.0,1.0,133.94842224292,136.40610017294,128.13755620593,135.46083943062,8426316.0
2014-10-14,138.82,140.33,137.28,137.54,2057690.0,0.0,1.0,138.12746973527,139.6299368099,136.5951523214,136.85385526141,2057690.0
2014-10-13,140.87,142.0299,138.12,138.21,3907599.0,0.0,1.0,140.16724291606,141.32135653186,137.43096181987,137.52051283757,3907599.0
2014-10-10,143.68,143.9,141.04,141.21,2743005.0,0.0,1.0,142.9632246907,143.1821271784,140.33639483837,140.50554676068,2743005.0
2014-10-09,146.55,146.86,142.48,142.48,2945457.0,0.0,1.0,145.81890714381,146.1273606492,141.76921112146,141.76921112146,2945457.0
2014-10-08,142.51,147.57,142.5,147.28,2832634.0,0.0,1.0,141.79906146069,146.83381867766,141.78911134761,146.54526539843,2832634.0
2014-10-07,142.51,143.83,141.6,142.76,1364891.0,0.0,1.0,141.79906146069,143.11247638686,140.89360117068,142.04781428761,1364891.0
2014-10-06,144.78,145.18,143.0,143.62,1405331.0,0.0,1.0,144.05773712917,144.45574165225,142.28661700146,142.90352401224,1405331.0
2014-10-03,141.94,145.28,141.91,144.51,2000115.0,0.0,1.0,141.2319050153,144.55524278303,141.20205467607,143.78908407609,2000115.0
2014-10-02,141.49,141.83,138.325,141.46,1617642.0,0.0,1.0,140.78414992683,141.12245377145,137.63493913795,140.7542995876,1617642.0
2014-10-01,143.75,144.01,140.8,141.9,1954131.0,0.0,1.0,143.03287548224,143.29157842224,140.09759212452,141.19210456299,1954131.0
2014-09-30,145.05,145.65,143.242,143.49,2693830.0,0.0,1.0,144.32639018225,144.92339696688,142.52740973793,142.77417254224,2693830.0
2014-09-29,143.98,145.72,143.61,144.97,1624516.0,0.0,1.0,143.26172808301,144.99304775841,142.89357389916,144.24678927764,1624516.0
2014-09-26,144.38,145.27,143.59,145.09,1479886.0,0.0,1.0,143.65973260609,144.54529266995,142.87367367301,144.36619063456,1479886.0
2014-09-25,146.63,147.1,143.98,144.25,2426714.0,0.0,1.0,145.89850804842,146.36616336304,143.26172808301,143.53038113609,2426714.0
2014-09-24,148.02,148.27,145.55,147.07,3204274.0,0.0,1.0,147.28157376613,147.53032659306,144.8238958361,146.33631302381,3204274.0
2014-09-23,150.68,150.68,147.8,147.86,2145093.0,0.0,1.0,149.92830384462,149.92830384462,147.06267127844,147.1223719569,2145093.0
2014-09-22,152.42,152.52,149.3776,150.61,2568336.0,0.0,1.0,151.65962352002,151.75912465079,148.63240111747,149.85865305308,2568336.0
2014-09-19,154.63,154.75,152.54,153.16,2419208.0,0.0,1.0,153.85859851004,153.97799986697,151.77902487695,152.39593188772,2419208.0
2014-09-18,154.54,155.04,153.22,153.51,3260625.0,0.0,1.0,153.76904749235,154.2665531462,152.45563256618,152.74418584542,3260625.0
2014-09-17,154.65,155.205,153.69,154.62,925732.0,0.0,1.0,153.8784987362,154.43073001197,152.9232878808,153.84864839697,925732.0
2014-09-16,153.67,154.73,153.24,154.66,1040861.0,0.0,1.0,152.90338765465,153.95809964081,152.47553279234,153.88844884927,1040861.0
2014-09-15,154.31,155.32,153.63,154.0,2394382.0,0.0,1.0,153.54019489158,154.54515631236,152.86358720234,153.23174138619,2394382.0
2014-09-12,153.65,154.67,153.31,154.31,1324132.0,0.0,1.0,152.8834874285,153.89839896235,152.54518358388,153.54019489158,1324132.0
2014-09-11,152.47,154.37,152.52,154.24,1765141.0,0.0,1.0,151.70937408541,153.59989557004,151.75912465079,153.47054410004,1765141.0
2014-09-10,152.68,153.73,152.18,153.51,1482427.0,0.0,1.0,151.91832646002,152.96308833311,151.42082080617,152.74418584542,1482427.0
2014-09-09,150.29,153.0,150.12,152.62,3026698.0,0.0,1.0,149.54024943461,152.23673007849,149.37109751231,151.85862578156,3026698.0
2014-09-08,149.52,151.09,149.061,150.75,1445040.0,0.0,1.0,148.77409072768,150.33625848078,148.31738053745,149.99795463616,1445040.0
2014-09-05,147.46,150.24,147.25,150.04,1426576.0,0.0,1.0,146.72436743382,149.49049886923,146.5154150592,149.29149660769,1426576.0
2014-09-04,147.55,148.73,147.18,147.38,1316063.0,0.0,1.0,146.81391845151,147.9880317946,146.44576426766,146.6447665292,1316063.0
2014-09-03,147.89,148.216,147.02,147.51,873532.0,0.0,1.0,147.15222229613,147.47659598244,146.28656245843,146.7741179992,873532.0
2014-09-02,148.16,148.28,146.3,147.33,1584823.0,0.0,1.0,147.42087534921,147.54027670613,145.57015431688,146.59501596382,1584823.0
2014-08-29,147.19,147.93,146.61,147.93,873973.0,0.0,1.0,146.45571438074,147.19202274844,145.87860782227,147.19202274844,873973.0
2014-08-28,146.82,147.55,146.31,147.14,856989.0,0.0,1.0,146.08756019689,146.81391845151,145.58010442996,146.40596381535,856989.0
2014-08-27,147.02,147.94,146.76,147.11,951581.0,0.75,1.0,146.28656245843,147.20197286151,146.02785951842,146.37611347612,951581.0
2014-08-26,148.32,148.43,147.1,147.34,1454337.0,0.0,1.0,146.83149702948,146.94039309658,145.62374064884,145.86133206798,1454337.0
2014-08-25,147.27,148.36,147.0,147.97,1722404.0,0.0,1.0,145.79203457073,146.87109559933,145.5247442242,146.48500954323,1722404.0
2014-08-22,147.56,147.56,146.2,146.45,1145838.0,0.0,1.0,146.07912420219,146.07912420219,144.73277282706,144.98026388866,1145838.0
2014-08-21,148.03,148.49,147.32,147.52,928272.0,0.0,1.0,146.54440739801,146.99979095137,145.84153278305,146.03952563234,928272.0
2014-08-20,147.63,148.49,147.15,148.0,1159716.0,0.0,1.0,146.14842169944,146.99979095137,145.67323886116,146.51470847062,1159716.0
2014-08-19,148.4,148.76,147.39,147.92,1054770.0,0.0,1.0,146.91069416919,147.2670812979,145.9108302803,146.43551133091,1054770.0
2014-08-18,148.8,149.14,147.63,148.43,2012751.0,0.0,1.0,147.30667986776,147.64326771154,146.14842169944,146.94039309658,2012751.0
2014-08-15,148.64,149.0,147.08,148.31,1677036.0,0.0,1.0,147.14828558833,147.50467271704,145.60394136391,146.82159738701,1677036.0
2014-08-14,146.94,148.03,146.63,148.02,1139519.0,0.0,1.0,145.46534636941,146.54440739801,145.15845745302,146.53450775555,1139519.0
2014-08-13,146.43,147.74,146.26,146.53,1385826.0,0.0,1.0,144.96046460374,146.25731776655,144.79217068184,145.05946102838,1385826.0
2014-08-12,146.01,147.07,145.44,145.87,1091950.0,0.0,1.0,144.54467962024,145.59404172145,143.98039999978,144.40608462574,1091950.0
2014-08-11,146.04,147.4,145.49,145.99,1319257.0,0.0,1.0,144.57437854763,145.92072992277,144.0298982121,144.52488033531,1319257.0
2014-08-08,143.64,145.72,143.14,145.71,1629796.0,0.0,1.0,142.19846435622,144.25758998878,141.703482233,144.24769034631,1629796.0
2014-08-07,144.61,145.138,142.9,143.14,1578684.0,0.0,1.0,143.15872967525,143.68143079736,141.46589081386,141.703482233,1578684.0
2014-08-06,144.67,145.5,144.08,144.27,1508250.0,0.0,1.0,143.21812753003,144.03979785456,142.63404862464,142.82214183146,1508250.0
2014-08-05,146.43,146.89,144.9,145.39,1476300.0,0.0,1.0,144.96046460374,145.41584815709,143.44581930671,143.93090178746,1476300.0
2014-08-04,146.13,147.96,145.93,147.28,1446186.0,0.0,1.0,144.66347532981,146.47510990076,144.46548248052,145.8019342132,1446186.0
2014-08-01,146.15,147.0999,145.16,145.88,1396486.0,0.0,1.0,144.68327461474,145.62364165241,143.70321001078,144.4159842682,1396486.0
2014-07-31,150.04,150.2,145.1,145.1,2132071.0,0.0,1.0,148.53423553332,148.69262981275,143.64381215599,143.64381215599,2132071.0
2014-07-30,150.28,151.48,149.8,151.42,1749373.0,0.0,1.0,148.77182695246,149.95978404817,148.29664411418,149.90038619339,1749373.0
2014-07-29,150.91,154.1218,149.86,149.86,2184589.0,0.0,1.0,149.39550442771,152.57507159437,148.35604196897,148.35604196897,2184589.0
2014-07-28,148.63,149.31,147.63,149.01,804605.0,0.0,1.0,147.13838594587,147.81156163343,146.14842169944,147.51457235951,804605.0
2014-07-25,149.63,150.4,148.12,148.36,1218832.0,0.0,1.0,148.12835019229,148.89062266204,146.63350418019,146.87109559933,1218832.0
2014-07-24,149.64,150.65,149.34,150.0,2914596.0,0.0,1.0,148.13824983475,149.13811372364,147.84126056083,148.49463696347,2914596.0
2014-07-23,149.01,150.21,148.2525,149.91,1914695.0,0.0,1.0,147.51457235951,148.70252945522,146.76467444284,148.40554018129,1914695.0
2014-07-22,148.79,150.45,147.97,149.15,1596016.0,0.0,1.0,147.29678022529,148.94012087436,146.48500954323,147.65316735401,1596016.0
2014-07-21,147.55,147.97,145.84,146.45,1305439.0,0.0,1.0,146.06922455973,146.48500954323,144.37638569835,144.98026388866,1305439.0
2014-07-18,147.58,148.65,147.26,148.46,1622457.0,0.0,1.0,146.09892348712,147.1581852308,145.78213492827,146.97009202397,1622457.0
2014-07-17,148.99,149.64,146.5101,146.75,2094034.0,0.0,1.0,147.49477307458,148.13824983475,145.03976073987,145.27725316259,2094034.0
2014-07-16,149.72,151.1,149.12,149.28,2435768.0,0.0,1.0,148.21744697447,149.58359763453,147.62346842661,147.78186270604,2435768.0
2014-07-15,149.48,150.26,148.81,149.31,1573654.0,0.0,1.0,147.97985555533,148.75202766754,147.31657951022,147.81156163343,1573654.0
2014-07-14,149.1,150.67,148.6,150.09,1585239.0,0.0,1.0,147.60366914169,149.15791300857,147.10868701847,148.58373374564,1585239.0
2014-07-11,148.5,149.32,147.98,148.88,1189444.0,0.0,1.0,147.00969059383,147.8214612759,146.49490918569,147.38587700747,1189444.0
2014-07-10,148.25,149.95,148.24,148.55,1485665.0,0.0,1.0,146.76219953223,148.44513875115,146.75229988976,147.05918880615,1485665.0
2014-07-09,146.28,149.79,146.11,149.77,2078223.0,0.0,1.0,144.81196996677,148.28674447172,144.64367604488,148.26694518679,2078223.0
2014-07-08,148.11,148.48,145.69,145.72,2200750.0,0.0,1.0,146.62360453773,146.9898913089,144.22789106138,144.25758998878,2200750.0
2014-07-07,149.35,149.97,147.74,148.37,1045080.0,0.0,1.0,147.85116020329,148.46493803607,146.25731776655,146.8809952418,1045080.0
2014-07-03,149.67,150.51,149.026,150.51,1155061.0,0.0,1.0,148.16794876215,148.99951872914,147.53041178745,148.99951872914,1155061.0
2014-07-02,148.33,149.54,147.75,149.49,1663704.0,0.0,1.0,146.84139667194,148.03925341011,146.26721740901,147.98975519779,1663704.0
2014-07-01,147.73,149.21,147.18,148.44,2427564.0,0.0,1.0,146.24741812409,147.71256520879,145.70293778855,146.95029273905,2427564.0
2014-06-30,147.04,147.84,146.731,147.3,1257618.0,0.0,1.0,145.56434279405,146.35631419119,145.25844384191,145.82173349812,1257618.0
2014-06-27,145.86,148.2,145.86,147.84,1448654.0,0.0,1.0,144.39618498327,146.7127013199,144.39618498327,146.35631419119,1448654.0
2014-06-26,145.06,146.6,144.76,146.6,1273501.0,0.0,1.0,143.60421358614,145.12875852563,143.30722431221,145.12875852563,1273501.0
2014-06-25,143.06,145.7375,142.71,145.21,2134831.0,0.0,1.0,141.62428509329,144.27491436309,141.27779760704,143.7527082231,2134831.0
2014-06-24,142.12,144.14,142.0,143.3,1871247.0,0.0,1.0,140.69371870165,142.69344647943,140.57492299208,141.86187651243,1871247.0
2014-06-23,142.84,143.25,142.24,142.47,1143910.0,0.0,1.0,141.40649295908,141.81237830011,140.81251441122,141.0402061879,1143910.0
2014-06-20,144.45,144.49,142.75,143.25,2118210.0,0.0,1.0,143.00033539582,143.03993396567,141.3173961769,141.81237830011,2118210.0
2014-06-19,142.54,143.74,142.51,143.72,1281302.0,0.0,1.0,141.10950368515,142.29746078086,141.07980475776,142.27766149593,1281302.0
2014-06-18,141.36,143.0,140.85,142.85,1134132.0,0.0,1.0,139.94134587437,141.5648872385,139.43646410869,141.41639260154,1134132.0
2014-06-17,141.47,141.8,141.02,141.4,959735.0,0.0,1.0,140.05024194148,140.3769301428,139.60475803059,139.98094444423,959735.0
2014-06-16,141.9,142.3,141.41,141.88,1118312.0,0.0,1.0,140.47592656744,140.87191226601,139.99084408669,140.45612728251,1118312.0
2014-06-13,142.63,142.88,141.61,142.26,956637.0,0.0,1.0,141.19860046733,141.44609152893,140.18883693598,140.83231369615,956637.0
2014-06-12,142.73,143.02,141.97,142.72,1364460.0,0.0,1.0,141.29759689197,141.58468652343,140.54522406469,141.28769724951,1364460.0
2014-06-11,143.02,143.39,142.3,143.01,1683394.0,0.0,1.0,141.58468652343,141.95097329461,140.87191226601,141.57478688097,1683394.0
2014-06-10,143.48,144.16,142.57,143.72,1017426.0,0.0,1.0,142.04007007679,142.71324576436,141.13920261254,142.27766149593,1017426.0
2014-06-09,142.95,144.6,142.88,144.16,1647728.0,0.0,1.0,141.51538902618,143.14883003278,141.44609152893,142.71324576436,1647728.0
2014-06-06,143.24,143.68,142.18,143.66,927427.0,0.0,1.0,141.80247865765,142.23806292607,140.75311655644,142.21826364114,927427.0
2014-06-05,141.945,143.14,141.5,142.87,1176473.0,0.0,1.0,140.52047495853,141.703482233,140.07994086887,141.43619188647,1176473.0
2014-06-04,140.89,142.36,140.542,141.99,1198751.0,0.0,1.0,139.47606267855,140.93131012079,139.1315551208,140.56502334962,1198751.0
2014-06-03,141.43,141.88,141.39,141.59,989085.0,0.0,1.0,140.01064337162,140.45612728251,139.97104480176,140.16903765105,989085.0
2014-06-02,141.4,142.68,140.95,142.12,1105303.0,0.0,1.0,139.98094444423,141.24809867965,139.53546053334,140.69371870165,1105303.0
2014-05-30,141.07,141.39,140.375,141.16,859776.0,0.0,1.0,139.65425624291,139.97104480176,138.96623109164,139.74335302509,859776.0
2014-05-29,140.97,141.32,140.09,141.11,763785.0,0.0,1.0,139.55525981827,139.90174730451,138.68409128141,139.69385481276,763785.0
2014-05-28,140.75,140.94,139.43,140.35,943930.0,0.75,1.0,139.33746768405,139.52556089087,138.03071487877,138.94148198548,943930.0
2014-05-27,141.9,142.2,140.8416,141.39,2130641.0,0.0,1.0,139.72924375436,140.02465441769,138.68703493414,139.2270456267,2130641.0
2014-05-23,140.85,141.73,140.7,141.28,864187.0,0.0,1.0,138.69530643271,139.56184437847,138.54760110105,139.11872838348,864187.0
2014-05-22,140.04,140.8,139.63,140.53,1074912.0,0.0,1.0,137.89769764172,138.64607132215,137.49396973517,138.38020172516,1074912.0
2014-05-21,138.11,139.76,137.595,139.7,1226025.0,0.0,1.0,135.99722237431,137.62198102262,135.4901007356,137.56289888995,1226025.0
2014-05-20,138.13,138.6425,137.375,137.85,1423860.0,0.0,1.0,136.01691641853,136.52157630172,135.27346624915,135.74119979942,1423860.0
2014-05-19,135.62,138.78,135.47,138.43,2404449.0,0.0,1.0,133.54531386868,136.65697285574,133.39760853702,136.31232708186,2404449.0
2014-05-16,136.6,136.86,135.63,136.68,1556138.0,0.0,1.0,134.51032203556,134.76634461044,133.55516089079,134.58909821244,1556138.0
2014-05-15,134.81,137.08,133.435,137.04,2058047.0,0.0,1.0,132.7477050777,134.98297909688,131.39373953744,134.94359100844,2058047.0
2014-05-14,136.13,136.52,134.68,135.23,2517640.0,0.0,1.0,134.04751199634,134.43154585867,132.61969379025,133.16128000636,2517640.0
2014-05-13,138.44,138.6,135.89,135.97,5099077.0,0.0,1.0,136.32217410397,136.47972645775,133.81118346568,133.88995964257,5099077.0
2014-05-12,139.27,139.54,137.64,138.14,1896709.0,0.0,1.0,137.13947693918,137.40534653618,135.5344123351,136.02676344064,1896709.0
2014-05-09,138.92,139.04,136.71,138.88,1460219.0,0.0,1.0,136.7948311653,136.91299543063,134.61863927878,136.75544307685,1460219.0
2014-05-08,141.27,141.27,138.49,139.24,2825173.0,0.0,1.0,139.10888136137,139.10888136137,136.37140921453,137.10993587285,2825173.0
2014-05-07,141.78,142.01,139.771,141.31,2071207.0,0.0,1.0,139.61107948903,139.83756099758,137.63281274694,139.14826944981,2071207.0
2014-05-06,142.3,142.46,141.01,141.21,1671203.0,0.0,1.0,140.1231246388,140.28067699257,138.85285878648,139.0497992287,1671203.0
2014-05-05,141.77,142.84,141.17,142.78,2068734.0,0.0,1.0,139.60123246692,140.65486383279,139.01041114026,140.59578170012,2068734.0
2014-05-02,142.53,142.76,141.25,142.13,1629458.0,0.0,1.0,140.34960614735,140.5760876559,139.08918731715,139.95572526291,1629458.0
2014-04-30,140.48,141.94,140.11,141.46,2282037.0,0.0,1.0,138.3309666146,139.7686318428,137.9666267965,139.29597478148,2282037.0
2014-04-29,141.65,141.82,139.63,141.33,4761534.0,0.0,1.0,139.48306820159,139.65046757747,137.49396973517,139.16796349404,4761534.0
2014-04-28,141.04,141.7,138.7,140.95,3599226.0,0.0,1.0,138.88239985282,139.53230331214,136.57819667886,138.79377665382,3599226.0
2014-04-25,140.81,140.81,139.31,139.41,1690409.0,0.0,1.0,138.65591834427,138.65591834427,137.17886502762,137.27733524873,1690409.0
2014-04-24,140.21,141.99,137.88,140.4,2370621.0,0.0,1.0,138.06509701761,139.81786695336,135.77074086576,138.25219043772,2370621.0
2014-04-23,138.57,140.04,138.48,139.87,2533771.0,0.0,1.0,136.45018539141,137.89769764172,136.36156219241,137.73029826584,2533771.0
2014-04-22,138.4,140.67,138.34,138.43,4735236.0,0.0,1.0,136.28278601553,138.51806003471,136.22370388286,136.31232708186,4735236.0
2014-04-21,135.86,136.69,135.43,136.6,1695037.0,0.0,1.0,133.78164239935,134.59894523455,133.35822044858,134.51032203556,1695037.0
2014-04-17,135.34,136.42,134.72,135.33,2281526.0,0.0,1.0,133.26959724958,134.33307563756,132.6590818787,133.25975022747,2281526.0
2014-04-16,135.49,135.79,134.49,135.62,3429527.0,0.0,1.0,133.41730258124,133.71271324457,132.43260037015,133.54531386868,3429527.0
2014-04-15,134.605,134.99,132.58,134.13,2769137.0,0.0,1.0,132.54584112442,132.92495147569,130.55181914696,132.07810757415,2769137.0
2014-04-14,133.59,135.14,133.33,134.41,2327263.0,0.0,1.0,131.54636838016,133.07265680736,131.29034580528,132.35382419326,2327263.0
2014-04-11,134.15,135.19,132.9,133.08,3770803.0,0.0,1.0,132.09780161837,133.12189191791,130.86692385451,131.0441702525,3770803.0
2014-04-10,138.25,138.358,134.79,134.83,3367701.0,0.0,1.0,136.13508068386,136.24142852266,132.72801103347,132.76739912192,3367701.0
2014-04-09,135.75,138.57,135.28,138.34,2949000.0,0.0,1.0,133.67332515613,136.45018539141,133.21051511691,136.22370388286,2949000.0
2014-04-08,136.37,136.95,134.15,135.92,5599300.0,0.0,1.0,134.283840527,134.85496780944,132.09780161837,133.84072453201,5599300.0
2014-04-07,138.54,139.05,134.83,136.24,3403000.0,0.0,1.0,136.42064432508,136.92284245274,132.76739912192,134.15582923956,3403000.0
2014-04-04,141.97,142.6,139.09,139.17,2914400.0,0.0,1.0,139.79817290914,140.41853530213,136.96223054118,137.04100671807,2914400.0
2014-04-03,140.21,141.63,139.87,141.48,2536900.0,0.0,1.0,138.06509701761,139.46337415736,137.73029826584,139.3156688257,2536900.0
2014-04-02,137.97,140.55,137.83,140.55,4082200.0,0.0,1.0,135.85936406476,138.39989576938,135.7215057552,138.39989576938,4082200.0
2014-04-01,137.4,138.01,136.44,137.55,1971700.0,0.0,1.0,135.29808380443,135.8987521532,134.35276968178,135.4457891361,1971700.0
2014-03-31,137.15,137.9,136.58,137.18,2382800.0,0.0,1.0,135.05190825166,135.79043490998,134.49062799133,135.08144931799,2382800.0
2014-03-28,135.73,136.52,134.9,135.87,3211500.0,0.0,1.0,133.6536311119,134.43154585867,132.8363282767,133.79148942146,3211500.0
